3.2.1,,,,,,detailed scoring,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1
3.2.2,Freedom of Association and collective bargaining,Is freedom of association and collective bargaining actively advanced?,,Red: Freedom of association and collective bargaining is not actively advanced; Yellow: Freedom of assication and collective bargaining is actively advanced through some individual activities; Green: Freedom of association and collective bargaining is advanced through many different ways,counts double,"Red, Yellow, Green",,"No. However BSCI promotes
workers involvement
in and implementation
of operational
grievance mechanism.","Yes, an open attitude of employers towards the activities of trade unions and their organisational activities is required, and worker's rights are strengthened through trainings",No,No,Reporting of operations and suppliers in which the right to freedom of association and collective bargaining may be at risk,"Workers must be informed
about the FLA
Workplace Code of
Conduct through appropriate
means and
the Code must be posted
in local language(s)
throughout the workplace's
common areas.","Yes. A certified organisation
needs to be able
to demonstrate that it
has actively developed
and implemented the
necessary actions to
ensure that the workplace
provides a truly
free and protected
environment for workers’
to implement their
decision on whether to
have union representation.
In countries where it
is not possible to establish
free and independent
trade unions
because such action is
restricted under law, an
organisation needs to
allow workers to freely
elect representatives.
An organisation should
provide a safe workplace
for workers’ full
exercise of their rights
to elect worker representatives
with the
same gravity and restraint
as employers in
countries that do permit
free and independent
trade unions, and
for workers to directly
elect their representatives
at the organisation
level. The organisation
is prohibited from
interfering in any way
with the establishment,
functioning or administration
of workers’
organisation(s) or collective
bargaining.",No,,,Freedom of association and collective bargaining is promoted in so far that employers seek dialogue and regular communication with their workers and have procedures through which workers can raise grievances or complaints to the company as well as the certification body without fear of being penalised,"Standard For Hired Labour:
A Right to Unionise
Guarantee should
be posted at workplaces
in a language understood
by workers. There
must be some form of
democratically elected
and independent workers’
organisation established
to represent
workers in the company
and negotiate with
management. Where
there is no collective
bargaining agreement
for the sector, the company
must proactively
engage in a process to
enter into a collective
agreement with elected
worker representatives.
See Freedom of Association
Protocol.","Employment practices
and conditions must
demonstrate conformity
with the eight ILO
Core Conventions, including
conventions on
Freedom of Association
and Protection of the
Right to Organise Conventions,
and the Right to Organise
and Collective Bargaining
Convention.","Resources, information and institutional structures are available to improve representation of workers and farmers by their organisation is considered best practice",,"Farms must have and
divulge a policy guaranteeing
workers' right to
organise. Farms must
periodically provide opportunities
for workers
to make decisions regarding
their rights and
alternatives to form any
type of organisation for
negotiating their working
conditions.","Yes. A published statement
in local languages
recognising freedom
of association must be
made available.","Workers must be informed
of their right to
organise in writing or
through ”general diffusion”."
3.2.2,,,,,,detailed scoring,0,0,2,0,0,1,1,1,0,0,0,1,2,0,1,0,1,1,1
3.2.3,Independent Complaints Mechanism,Is an independent complaintes mechanisms (including provisions for corrective actions) part of the auditing scheme?,,Red: No compliants mechanisms are in place; Yellow: Indepdent complaints mechanisms do exist but are not included into the auditing process; Green: Independent complaints mechanisms are in place and included into the auditing process also under participation of relevant local stakeholders (i.e. trade unions),,"Red, Yellow, Green",,"The BSCI CoC requires business enterprises to operate a grievance mechanism, however it is not necessarily independent nor does it include local stakeholders like trade unions","Yes, ETI offers complaints mechanism, including formal and informal channels and participation of various stakeholders. However, grievance mechanism are not a priority of the scheme, there's no list of ongoing complaints. Since ETI does not conduct audits, grievances are not adressed in them.","Producers are required to implement a documented complaint handling procedure to deal with all received complaints relating to issues covered by GLOBALG.A.P. However, neither requirement for independent bodies nor participation of local stakeholders (i.e. trade unions)","No,  but suggested as 'more advanced step' (The organisation works with suppliers
and with workers’ representatives and
Trade Unions (when applicable) to create
sustainable and transparent mechanisms
at site level, that empower workers to raise
grievances and enable these to be addressed
And external mechanisms (e.g. Hotline/toll free
numbers...) ensuring confidentiality for
users are set up to ensure complaints are
dealt with and integrated for continuous
improvements of working conditions)",Reporting of the total number of grievances about impacts on society filed through formal grievance mechanisms during the reporting period and before. Also number of  ,"Provision for an independent complaints mechanism inlcuding the corrective action plans. The results shall be freely available to all personal and, upon request, to interested parties. ","Provision for an independent complaints mechanism inlcuding the corrective action plans. The results shall be freely available to all personal and, upon request, to interested parties",No explicit requirements,,,"Yes, the resolution process to address any objections raised shall be credible, transparent and impartial. The 
person managing  a  complaint  or  appeal  will  be  selected  to  be  competent  to  assess  the  situation  and  
unbiased. The CB may invite external experts or stakeholders to rev
iew its certification decisions as well 
as handling of complaints and allegations  ","FLOCERT offers a confidential, impartial and transparent complaints mechanism ","FSC has an open Dispute Resolution System, but certification may still continue despite detected shortcomings","yes, grievance mechanism including the identificatio nof vulnerable groups and efforts to explain and ensure accessability, independence not explicitely defined",,"farm management has to implement grievance or complain mechanisms to protect workers' rights. Moreover, workers must be informed about external complaint and grievance mechanisms, including SAN acrredited CB, SAN Secretariat or local authrorities","Yes, transparent complaint mechanism as part of community relations. The farm must document and make available for public view all complaints and comments it receives related to ist activitiesand ist replies to them. But no provision for independency","Complaints mechanism for all group members, staff, workers, buyers and suppliers is in place, including corrective action plans, but neither independence nor participation of local stakehoolders (e.g.trade unions) is guaranteed"
3.2.3,,,,,,detailed scoring,0,1,1,1,0,1,2,2,0,0,0,2,2,1,1,0,2,1,1
,Scoring with points (Green = 2; Yellow = 1; Red = 0; Grey = No scoring),,,,Max Score = 6,,0,2,4,2,1,2,4,4,0,0,0,4,5,2,3,0,4,3,3
,Business Practice and Ethical Issues,,,,,,,,,,,,,,,,,,,,,,,,
3.3.1,Training for Workers,"Does the standard include criteria on the provision of professional training for workers, training on the exposure and handling of chemicals and training on labour rights?",,"Red: No specific criteria for training, Yellow: Provision for training on health and security; Green: Professional training, training on health and security as well as on labour rights",,"Red, Yellow, Green",,"Yes, mostly training on health and security, but without implementation with local stakeholders","Yes, workers shall receive regular and recorded health and safety training, and such training shall be repeated for new or reassigned workers.",no,Training for workers on their rights and how to make them actionable are considered as “advanced step”,reporting of average hours of training for employees during reporting time,"Regular and effective health and safety trainings, as well as further trainings based on the results of risk assessments","Regular and effective health and safety trainings, as well as further trainings based on the results of risk assessments","recommended, but mostly for pesticide use, first aid and safety",,,"yes, on-the-job training and training on occupational health and safety risk management","yes, training on health and safety, as well as on awareness regarding worker's rights (if no effective trade unions are present) as development criteria within 3 years","yes, regular trainings but only related to the standards implementation","yes, on health and safety risk, but not on workers rights",,"Yes, the farm must have  permanent and continuous traning porgram to educateworkers on how to carry out their work correctly and safely, especially regarding the handling of machinery and agricultural equipment, nor training on labour rights",training on health and safety (related to IPM) and the standards principles and criteria. No trainings on labour rights,"Trainings and awareness raising to group staff, members, and operators on all relevant areas ot UTZ (mangagement, farming practices, working conditions and environment)"
3.3.1,,,,,,detailed scoring,0,1,1,0,1,2,2,2,1,0,0,1,2,1,1,0,1,1,2
3.3.2,Responsible Purchasing/Sourcing Practices,"Does the scheme recommend or require responsible purchasing practices from the companies using auditing/certifications (e.g. longer sourcing agreements, different guaranteed price mechanisms or an increase in
the use of certified/audited raw materials)?",,"Red: The scheme does not take a position on companies’
purchasing practices.
Yellow: The scheme gives recommendations on companies’
purchasing practices. Compliance with these recommendations
is not compulsory. OR The purchasing
recommendations given by the scheme are marginal.
Green: The scheme requires that companies have responsible purchasing practices.",,"Red, Yellow, Green",,No,,No. scheme does not involve pricing and sourcing practices,No,no reporting on responsible purchsing/sourcing practices,"FLA member companies
must bring 100
per cent of their supply
chain (applicable facilities)
within the scope
of internal compliance
assessment from the
second to third year of
membership onwards.
FLA also requires affiliated
companies to
put in place planning
and purchasing policies
that, for example, require
relevant internal
company representatives
to work with suppliers
to reduce negative
impacts on working
conditions; establish
accountability mechanisms
to staff for the
implementation of planning
and purchasing
practices with a view to
avoid negative impacts
on workers and working
conditions; and,
provide incentives for
responsible suppliers.",No,N.A. (focus on farming practices not involved in price negotations),,,"yes, buyers are required to pay at least the Fair Trade Sales Price  and Fair for Life Fair Trade Development Premium based on open and transparent negotiations; commit to not using unfair trading practices. In adittion, first buyers are required to pre-finance payments for producers","Yes, buyers are required
to pay at least
the minimum price and
a fixed premium to the
producers; communicate
sourcing plans to
suppliers; and, commit
to not using unfair
trading practices. In addition,
first buyers are
required to pre-finance
payments to producers.
For more information,
see Trader Standard.",No,"Members commit to
purchasing an ”increasing”
amount of verified,
Global Coffee Platform
Compliant Coffee or
coffee cerfified by other
schemes such as UTZ,
Rainforest Alliance or
Fairtrade over time as
as well as develop longterm
relationships with
producer groups.",,No,"No. When RSPO related responsibility
claims regarding
a final product
are made and there is
any percentage of noncertified
oil palm within
the product (maximum
of 5% non-certified oil
palm), the reason for
this must be justified
and an action plan for
moving to fully certified
oil palm must be
in place.",No
3.3.2,,,,,,detailed scoring,0,0,1,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0
,Scoring with points (Green = 2; Yellow = 1; Red = 0; Grey = No scoring),,,,Max Score = 4,,0,1,2,0,1,2,2,2,1,0,0,3,4,1,2,0,1,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,MaxScore,,BEPI,BSCI,ETI,GLOBALG.A.P,GSCP,GRI,FLA,SA 8000,SAI Platform,SGF,EU organic,FFL,Fairtrade ,FSC,Global Coffee Platform (4C),MSC,Rainforest Alliance,RSPO ,UTZ
,,,,ILO/living wage/decent income,4,,0,1,3,1,1,2,3,3,0,0,0,1,2,1,1,0,1,1,2
,,,,"Freedom of Association, Collective Bargaining and Complaints Mechanism",6,,0,2,4,2,1,2,4,4,0,0,0,4,5,2,3,0,4,3,3
,,,,Business Practices and Ethical Issues,4,,0,1,2,0,1,2,2,2,1,0,0,3,4,1,2,0,1,1,2
,,,,Overall score Credability,14,,0,4,9,3,3,6,9,9,1,0,0,8,11,4,6,0,6,5,7
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,BEPI,BSCI,ETI,GLOBALG.A.P,GSCP,GRI,FLA,SA 8000,SAI Platform,SGF,EU organic,FFL,Fairtrade ,FSC,Global Coffee Platform (4C),MSC,Rainforest Alliance,RSPO ,UTZ
,,,,ILO/living wage/decent income,4,,0.0%,25.0%,75.0%,25.0%,25.0%,50.0%,75.0%,75.0%,0.0%,0.0%,0.0%,25.0%,50.0%,25.0%,25.0%,0.0%,25.0%,25.0%,50.0%
,,,,"Freedom of Association, Collective Bargaining and Complaints Mechanism",6,,0.0%,33.3%,66.7%,33.3%,16.7%,33.3%,66.7%,66.7%,0.0%,0.0%,0.0%,66.7%,83.3%,33.3%,50.0%,0.0%,66.7%,50.0%,50.0%
,,,,Business Practices and Ethical Issues,4,,0.0%,25.0%,50.0%,0.0%,25.0%,50.0%,50.0%,50.0%,25.0%,0.0%,0.0%,75.0%,100.0%,25.0%,50.0%,0.0%,25.0%,25.0%,50.0%
,,,,Overall score social Criteria,,,0.0%,28.6%,64.3%,21.4%,21.4%,42.9%,64.3%,64.3%,7.1%,0.0%,0.0%,57.1%,78.6%,28.6%,42.9%,0.0%,42.9%,35.7%,50.0%
